code,name,address
YXC,Cranbrook Airport,"Cranbrook, Canada"
YXD,Edmonton City Centre (Blatchford Field) Airport,"Edmonton, Canada"
YXE,Saskatoon John G. Diefenbaker International Airport,"Saskatoon, Canada"
YXH,Medicine Hat Airport,"Medicine Hat, Canada"
YXJ,Fort St John Airport,"Fort St.John, Canada"
YXK,Rimouski Airport,"Rimouski, Canada"
YXL,Sioux Lookout Airport,"Sioux Lookout, Canada"
YXN,Whale Cove Airport,"Whale Cove, Canada"
YXP,Pangnirtung Airport,"Pangnirtung, Canada"
YXQ,Beaver Creek Airport,"Beaver Creek, Canada"
YXR,Earlton (Timiskaming Regional) Airport,"Earlton, Canada"
YXS,Prince George Airport,"Prince George, Canada"
YXT,Terrace Airport,"Terrace, Canada"
YXU,London Airport,"London, Canada"
YXX,Abbotsford Airport,"Abbotsford, Canada"
YXY,Whitehorse / Erik Nielsen International Airport,"Whitehorse, Canada"
YXZ,Wawa Airport,"Wawa, Canada"
YYB,North Bay Airport,"North Bay, Canada"
YYC,Calgary International Airport,"Calgary, Canada"
YYD,Smithers Airport,"Smithers, Canada"
YYE,Fort Nelson Airport,"Fort Nelson, Canada"
YYF,Penticton Airport,"Penticton, Canada"
YYG,Charlottetown Airport,"Charlottetown, Canada"
YYH,Taloyoak Airport,"Taloyoak, Canada"
YYJ,Victoria International Airport,"Victoria, Canada"
YYL,Lynn Lake Airport,"Lynn Lake, Canada"
YYM,Cowley Airport,"Cowley, Canada"
YYN,Swift Current Airport,"Swift Current, Canada"
YYQ,Churchill Airport,"Churchill, Canada"
YYR,Goose Bay Airport,"Goose Bay, Canada"
YYT,St. John's International Airport,"St. John's, Canada"
YYU,Kapuskasing Airport,"Kapuskasing, Canada"
YYW,Armstrong Airport,"Armstrong, Canada"
YYY,Mont Joli Airport,"Mont-Joli, Canada"
YYZ,Lester B. Pearson International Airport,"Toronto, Canada"
YZD,Downsview Airport,"Toronto, Canada"
YZE,Gore Bay Manitoulin Airport,"Gore Bay, Canada"
YZF,Yellowknife Airport,"Yellowknife, Canada"
YZG,Salluit Airport,"Salluit, Canada"
YZH,Slave Lake Airport,"Slave Lake, Canada"
YZP,Sandspit Airport,"Sandspit, Canada"
YZR,Chris Hadfield Airport,"Sarnia, Canada"
YZS,Coral Harbour Airport,"Coral Harbour, Canada"
YZT,Port Hardy Airport,"Port Hardy, Canada"
YZU,Whitecourt Airport,"Whitecourt, Canada"
YZV,Sept-Iles Airport,"Sept-Iles, Canada"
YZW,Teslin Airport,"Teslin, Canada"
YZX,CFB Greenwood,"Greenwood, Canada"
YZY,Mackenzie Airport,"Mackenzie, Canada"
ZAC,York Landing Airport,"York Landing, Canada"
YSN,Salmon Arm Airport,"Salmon Arm, Canada"
YDT,Burlington Executive,"Burlington, Canada"
ZBD,Vancouver / Boundary Bay Airport,"Boundary Bay, Canada"
ILF,Ilford Airport,"Ilford, Canada"
ZBF,Bathurst Airport,"Bathurst, Canada"
ZBM,Bromont (Roland Desourdy) Airport,"Bromont, Canada"
ZEE,Kelsey Airport,"Kelsey, Canada"
ZEM,Eastmain River Airport,"Eastmain River, Canada"
ZFA,Faro Airport,"Faro, Canada"
ZFD,Fond-Du-Lac Airport,"Fond-Du-Lac, Canada"
ZFG,Pukatawagan Airport,"Pukatawagan, Canada"
ZFM,Fort Mcpherson Airport,"Fort Mcpherson, Canada"
ZFN,Tulita Airport,"Tulita, Canada"
ZGF,Grand Forks Airport,"Grand Forks, Canada"
ZGI,Gods River Airport,"Gods River, Canada"
ZGR,Little Grand Rapids Airport,"Little Grand Rapids, Canada"
ZHP,High Prairie Airport,"High Prairie, Canada"
ZJG,Jenpeg Airport,"Jenpeg, Canada"
ZJN,Swan River Airport,"Swan River, Canada"
ZKE,Kashechewan Airport,"Kashechewan, Canada"
YTD,Thicket Portage Airport,"Thicket Portage, Canada"
MSA,Muskrat Dam Airport,"Muskrat Dam, Canada"
ZMH,South Cariboo Region / 108 Mile Airport,"108 Mile, Canada"
PIW,Pikwitonei Airport,"Pikwitonei, Canada"
ZMT,Masset Airport,"Masset, Canada"
ZNG,Poplar River Airport,"Poplar River, Canada"
ZPB,Sachigo Lake Airport,"Sachigo Lake, Canada"
WPC,Pincher Creek Airport,"Pincher Creek, Canada"
ZPO,Pinehouse Lake Airport,"Pinehouse Lake, Canada"
ZRJ,Round Lake (Weagamow Lake) Airport,"Round Lake, Canada"
ZSJ,Sandy Lake Airport,"Sandy Lake, Canada"
ZSN,South Indian Lake Airport,"South Indian Lake, Canada"
ZST,Stewart Airport,"Stewart, Canada"
YDV,Bloodvein River Airport,"Bloodvein River, Canada"
ZTM,Shamattawa Airport,"Shamattawa, Canada"
ZUC,Ignace Municipal Airport,"Ignace, Canada"
ZUM,Churchill Falls Airport,"Churchill Falls, Canada"
ZWH,Lac Brochet Airport,"Lac Brochet, Canada"
ZWL,Wollaston Lake Airport,"Wollaston Lake, Canada"
QLD,Blida Airport,"Blida, Algeria"
BUJ,Bou Saada Airport,"Bou Saada, Algeria"
BJA,Soummam Airport,"Bejaia, Algeria"
ALG,Houari Boumediene Airport,"Algiers, Algeria"
DJG,Djanet Inedbirene Airport,"Djanet, Algeria"
QFD,Boufarik Airport,"Boufarik, Algeria"
VVZ,Illizi Takhamalt Airport,"Illizi, Algeria"
QSF,Ain Arnat Airport,"Setif, Algeria"
TMR,Aguenar – Hadj Bey Akhamok Airport,"Tamanrasset, Algeria"
GJL,Jijel Ferhat Abbas Airport,"Jijel, Algeria"
MZW,Mecheria Airport,"Mecheria, Algeria"
QZN,Relizane Airport,"Relizane, Algeria"
AAE,Annaba Airport,"Annabah, Algeria"
CZL,Mohamed Boudiaf International Airport,"Constantine, Algeria"
TEE,Cheikh Larbi Tebessi Airport,"Tebessi, Algeria"
BLJ,Batna Airport,"Batna, Algeria"
HRM,Hassi R'Mel Airport,"Hassi R'Mel, Algeria"
QDJ,Tsletsi Airport,"Tsletsi, Algeria"
TID,Bou Chekif Airport,"Tiaret, Algeria"
TIN,Tindouf Airport,"Tindouf, Algeria"
QAS,Ech Cheliff Airport,"Ech Cheliff, Algeria"
TAF,Tafaraoui Airport,"Tafaraoui, Algeria"
TLM,Zenata – Messali El Hadj Airport,"Tlemcen, Algeria"
ORN,Es Senia Airport,"Oran, Algeria"
CBH,Bechar Boudghene Ben Ali Lotfi Airport,"Bechar, Algeria"
BFW,Sidi Bel Abbes Airport,"Sidi Bel Abbes, Algeria"
BFW,Sidi Bel Abbes Airport,"Sidi Bel Abbes, Algeria"
MUW,Ghriss Airport,"Ghriss, Algeria"
INF,In Guezzam Airport,"In Guezzam, Algeria"
BMW,Bordj Badji Mokhtar Airport,"Bordj Badji Mokhtar, Algeria"
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,"Touat Cheikh Sidi Mohamed Belkebir, Algeria"
BSK,Biskra Airport,"Biskra, Algeria"
ELG,El Golea Airport,"El Golea, Algeria"
GHA,Noumerat - Moufdi Zakaria Airport,"Ghardaia, Algeria"
HME,Oued Irara Airport,"Hassi Messaoud, Algeria"
INZ,In Salah Airport,"In Salah, Algeria"
TGR,Touggourt Sidi Madhi Airport,"Touggourt, Algeria"
LOO,Laghouat Airport,"Laghouat, Algeria"
ELU,Guemar Airport,"Guemar, Algeria"
TMX,Timimoun Airport,"Timimoun, Algeria"
OGX,Ain el Beida Airport,"Ouargla, Algeria"
IAM,In Amenas Airport,"Amenas, Algeria"
COO,Cadjehoun Airport,"Cotonou, Benin"
DJA,Djougou Airport,"Djougou, Benin"
KDC,Kandi Airport,"Kandi, Benin"
NAE,Natitingou Airport,"Natitingou, Benin"
PKO,Parakou Airport,"Parakou, Benin"
SVF,Save Airport,"Save, Benin"
XKY,Kaya Airport,"Kaya, Burkina Faso"
OUG,Ouahigouya Airport,"Ouahigouya, Burkina Faso"
XDJ,Djibo Airport,"Djibo, Burkina Faso"
XLU,Leo Airport,"Leo, Burkina Faso"
PUP,Po Airport,"Po, Burkina Faso"
XBO,Boulsa Airport,"Boulsa, Burkina Faso"
XBG,Bogande Airport,"Bogande, Burkina Faso"
DIP,Diapaga Airport,"Diapaga, Burkina Faso"
DOR,Dori Airport,"Dori, Burkina Faso"
FNG,Fada N'gourma Airport,"Fada N'gourma, Burkina Faso"
XGG,Gorom-Gorom Airport,"Gorom-Gorom, Burkina Faso"
XKA,Kantchari Airport,"Kantchari, Burkina Faso"
TMQ,Tambao Airport,"Tambao, Burkina Faso"
XPA,Pama Airport,"Pama, Burkina Faso"
ARL,Arly Airport,"Arly, Burkina Faso"
XSE,Sebba Airport,"Sebba, Burkina Faso"
TEG,Tenkodogo Airport,"Tenkodogo, Burkina Faso"
XZA,Zabre Airport,"Zabre, Burkina Faso"
OUA,Ouagadougou Airport,"Ouagadougou, Burkina Faso"
BNR,Banfora Airport,"Banfora, Burkina Faso"
DGU,Dedougou Airport,"Dedougou, Burkina Faso"
XGA,Gaoua Airport,"Gaoua, Burkina Faso"
XNU,Nouna Airport,"Nouna, Burkina Faso"
BOY,Bobo Dioulasso Airport,"Bobo Dioulasso, Burkina Faso"
TUQ,Tougan Airport,"Tougan, Burkina Faso"
XDE,Diebougou Airport,"Diebougou, Burkina Faso"
XAR,Aribinda Airport,"Aribinda, Burkina Faso"
ACC,Kotoka International Airport,"Accra, Ghana"
TML,Tamale Airport,"Tamale, Ghana"
KMS,Kumasi Airport,"Kumasi, Ghana"
NYI,Sunyani Airport,"Sunyani, Ghana"
TKD,Takoradi Airport,"Sekondi-Takoradi, Ghana"
ABJ,Port Bouet Airport,"Abidjan, Côte d'Ivoire"
OGO,Abengourou Airport,"Abengourou, Côte d'Ivoire"
BXI,Boundiali Airport,"Boundiali, Côte d'Ivoire"
BYK,Bouake Airport,"Bouake, Côte d'Ivoire"
BQO,Bouna Airport,"Bouna, Côte d'Ivoire"
BDK,Soko Airport,"Bondoukou, Côte d'Ivoire"
DIM,Dimbokro Airport,"Dimbokro, Côte d'Ivoire"
DJO,Daloa Airport,"Daloa, Côte d'Ivoire"
FEK,Ferkessedougou Airport,"Ferkessedougou, Côte d'Ivoire"
GGN,Gagnoa Airport,"Gagnoa, Côte d'Ivoire"
GGO,Guiglo Airport,"Guiglo, Côte d'Ivoire"
BBV,Nero-Mer Airport,"Grand-Bereby, Côte d'Ivoire"
HGO,Korhogo Airport,"Korhogo, Côte d'Ivoire"
MJC,Man Airport,"Man, Côte d'Ivoire"
KEO,Odienne Airport,"Odienne, Côte d'Ivoire"
OFI,Ouango Fitini Airport,"Ouango Fitini, Côte d'Ivoire"
SEO,Seguela Airport,"Seguela, Côte d'Ivoire"
SPY,San Pedro Airport,"San Pedro, Côte d'Ivoire"
ZSS,Sassandra Airport,"Sassandra, Côte d'Ivoire"
TXU,Tabou Airport,"Tabou, Côte d'Ivoire"
ASK,Yamoussoukro Airport,"Yamoussoukro, Côte d'Ivoire"
ABV,Nnamdi Azikiwe International Airport,"Abuja, Nigeria"
AKR,Akure Airport,"Akure, Nigeria"
ABB,Asaba International Airport,"Asaba, Nigeria"
BNI,Benin Airport,"Benin, Nigeria"
CBQ,Margaret Ekpo International Airport,"Calabar, Nigeria"
ENU,Akanu Ibiam International Airport,"Enegu, Nigeria"
GMO,Gombe Lawanti International Airport,"Gombe, Nigeria"
QUS,Gusau Airport,"Gusau, Nigeria"
IBA,Ibadan Airport,"Ibadan, Nigeria"
ILR,Ilorin International Airport,"Ilorin, Nigeria"
QOW,Sam Mbakwe International Airport,"Owerri, Nigeria"
JOS,Yakubu Gowon Airport,"Jos, Nigeria"
KAD,Kaduna Airport,"Kaduna, Nigeria"
KAN,Mallam Aminu International Airport,"Kano, Nigeria"
MIU,Maiduguri International Airport,"Maiduguri, Nigeria"
MDI,Makurdi Airport,"Makurdi, Nigeria"
LOS,Murtala Muhammed International Airport,"Lagos, Nigeria"
MXJ,Minna Airport,"Minna, Nigeria"
PHC,Port Harcourt International Airport,"Port Harcourt, Nigeria"
SKO,Sadiq Abubakar III International Airport,"Sokoto, Nigeria"
NBE,Enfidha Zine El Abidine Ben Ali International Airport,"Enfidha, Tunisia"
YOL,Yola Airport,"Yola, Nigeria"
ZAR,Zaria Airport,"Zaria, Nigeria"
MFQ,Maradi Airport,"Maradi, Niger"
NIM,Diori Hamani International Airport,"Niamey, Niger"
THZ,Tahoua Airport,"Tahoua, Niger"
AJY,Mano Dayak International Airport,"Agadez, Niger"
RLT,Arlit Airport,"Arlit, Niger"
ZND,Zinder Airport,"Zinder, Niger"
TBJ,Tabarka 7 Novembre Airport,"Tabarka, Tunisia"
MIR,Monastir Habib Bourguiba International Airport,"Monastir, Tunisia"
TUN,Tunis Carthage International Airport,"Tunis, Tunisia"
OIZ,Sidi Ahmed Air Base,"Sidi Ahmed, Tunisia"
GAF,Gafsa Ksar International Airport,"Gafsa, Tunisia"
GAE,Gabes Matmata International Airport,"Gabes, Tunisia"
DJE,Djerba Zarzis International Airport,"Djerba, Tunisia"
EBM,El Borma Airport,"El Borma, Tunisia"
SFA,Sfax Thyna International Airport,"Sfax, Tunisia"
TOE,Tozeur Nefta International Airport,"Tozeur, Tunisia"
LRL,Niamtougou International Airport,"Niamtougou, Togo"
LFW,Lome-Tokoin Airport,"Lome, Togo"
ANR,Antwerp International Airport (Deurne),"Antwerp, Belgium"
BRU,Brussels Airport,"Brussels, Belgium"
CRL,Brussels South Charleroi Airport,"Brussels, Belgium"
KJK,Wevelgem Airport,"Wevelgem, Belgium"
LGG,Liege Airport,"Liege, Belgium"
QNM,Suarlee Airport,"Namur, Belgium"
OST,Ostend-Bruges International Airport,"Ostend, Belgium"
QHA,Hasselt Airport,"Hasselt, Belgium"
OBL,Oostmalle Air Base,"Zoersel, Belgium"
AOC,Altenburg-Nobitz Airport,"Altenburg, Germany"
HDF,Heringsdorf Airport,"Heringsdorf, Germany"
ZHZ,Halle-Oppin Airport,"Oppin, Germany"
IES,Riesa-Gohlis Airport,"Riesa, Germany"
REB,Rechlin-Larz Airport,"Larz, Germany"
BER,Berlin Brandenburg Airport,"Berlin, Germany"
CSO,Cochstedt Airport,"Magdeburg, Germany"
BBH,Barth Airport,"Barth, Germany"
ZMG,Magdeburg Airport,"Magdeburg, Germany"
CBU,Cottbus-Drewitz Airport,"Cottbus, Germany"
GTI,Rugen Airport,"Rugen, Germany"
KOQ,Kothen Airport,"Kothen, Germany"
PEF,Peenemunde Airport,"Peenemunde, Germany"
DRS,Dresden Airport,"Dresden, Germany"
ERF,Erfurt Airport,"Erfurt, Germany"
FRA,Frankfurt am Main International Airport,"Frankfurt-am-Main, Germany"
FMO,Munster Osnabruck Airport,"Munster, Germany"
HAM,Hamburg Airport,"Hamburg, Germany"
THF,Berlin Tempelhof Airport,"Berlin, Germany"
CGN,Cologne Bonn Airport,"Cologne, Germany"
DUS,Dusseldorf International Airport,"Dusseldorf, Germany"
MUC,Munich International Airport,"Munich, Germany"
NUE,Nuremberg Airport,"Nuremberg, Germany"
LEJ,Leipzig Halle Airport,"Leipzig, Germany"
SCN,Saarbrucken Airport,"Saarbrucken, Germany"
STR,Stuttgart Airport,"Stuttgart, Germany"
TXL,Berlin-Tegel International Airport,"Berlin, Germany"
HAJ,Hannover Airport,"Hannover, Germany"
BRE,Bremen Airport,"Bremen, Germany"
QEF,Frankfurt-Egelsbach Airport,"Egelsbach, Germany"
HHN,Frankfurt-Hahn Airport,"Hahn, Germany"
MHG,Mannheim-City Airport,"Mannheim, Germany"
QMZ,Mainz-Finthen Airport,"Mainz, Germany"
EIB,Eisenach-Kindel Airport,"Eisenach, Germany"
SGE,Siegerland Airport,"Siegerland, Germany"
XFW,Hamburg-Finkenwerder Airport,"Hamburg, Germany"
KEL,Kiel-Holtenau Airport,"Kiel, Germany"
LBC,Lubeck Blankensee Airport,"Lubeck, Germany"
EUM,Neumunster Airport,"Neumunster, Germany"
FMM,Memmingen Allgau Airport,"Memmingen, Germany"
AAH,Aachen-Merzbruck Airport,"Aachen, Germany"
BNJ,Bonn-Hangelar Airport,"Bonn, Germany"
ESS,Essen Mulheim Airport,"Essen, Germany"
BFE,Bielefeld Airport,"Bielefeld, Germany"
ZOJ,Marl-Loemuhle Airport,"Marl, Germany"
MGL,Monchengladbach Airport,"Monchengladbach, Germany"
PAD,Paderborn Lippstadt Airport,"Paderborn, Germany"
NRN,Niederrhein Airport,"Weeze, Germany"
DTM,Dortmund Airport,"Dortmund, Germany"
AGB,Augsburg Airport,"Augsburg, Germany"
OBF,Oberpfaffenhofen Airport,"Oberpfaffenhofen, Germany"
RBM,Straubing Airport,"Straubing, Germany"
FDH,Friedrichshafen Airport,"Friedrichshafen, Germany"
FRF,Oschersleben Airport,"Oschersleben, Germany"
SZW,Schwerin Parchim Airport,"Schwerin, Germany"
BYU,Bayreuth Airport,"Bayreuth, Germany"
URD,Burg Feuerstein Airport,"Ebermannstadt, Germany"
QOB,Ansbach-Petersdorf Airport,"Ansbach, Germany"
HOQ,Hof-Plauen Airport,"Hof, Germany"
BBJ,Bitburg Airport,"Bitburg, Germany"
ZQW,Zweibrucken Airport,"Zweibrucken, Germany"
FKB,Karlsruhe Baden-Baden Airport,"Baden-Baden, Germany"
ZQL,Donaueschingen-Villingen Airport,"Donaueschingen, Germany"
LHA,Lahr Airport,"Lahr, Germany"
BWE,Braunschweig Wolfsburg Airport,"Braunschweig, Germany"
KSF,Kassel-Calden Airport,"Kassel, Germany"
BRV,Bremerhaven Airport,"Bremerhaven, Germany"
XLW,Lemwerder Airport,"Lemwerder, Germany"
EME,Emden Airport,"Emden, Germany"
AGE,Wangerooge Airport,"Wangerooge, Germany"
WVN,Wilhelmshaven-Mariensiel Airport,"Wilhelmshaven, Germany"
JUI,Juist Airport,"Juist, Germany"
LGO,Langeoog Airport,"Langeoog, Germany"
ZOW,Nordhorn-Lingen Airport,"Klausheide, Germany"
BMK,Borkum Airport,"Borkum, Germany"
NOD,Norden-Norddeich Airport,"Norddeich, Germany"
VAC,Varrelbusch Airport,"Cloppenburg, Germany"
NRD,Norderney Airport,"Norderney, Germany"
BMR,Baltrum Airport,"Baltrum, Germany"
HEI,Heide-Busum Airport,"Busum, Germany"
FLF,Flensburg-Schaeferhaus Airport,"Flensburg, Germany"
HGL,Helgoland-Dune Airport,"Helgoland, Germany"
QHU,Husum-Schwesing Airport,"Husum, Germany"
PSH,St. Peter-Ording Airport,"Sankt Peter-Ording, Germany"
GWT,Westerland Sylt Airport,"Westerland, Germany"
OHR,Wyk auf Fohr Airport,"Wyk auf Fohr, Germany"
KDL,Kardla Airport,"Kardla, Estonia"
URE,Kuressaare Airport,"Kuressaare, Estonia"
EPU,Parnu Airport,"Parnu, Estonia"
TLL,Tallinn Airport,"Tallinn, Estonia"
TAY,Tartu Airport,"Tartu, Estonia"
ENF,Enontekio Airport,"Enontekio, Finland"
QVE,Forssa Airport,"Forssa, Finland"
KEV,Halli Airport,"Halli / Kuorevesi, Finland"
HEM,Helsinki Malmi Airport,"Helsinki, Finland"
HEL,Helsinki Vantaa Airport,"Helsinki, Finland"
HYV,Hyvinkaa Airport,"Hyvinkaa, Finland"
KTQ,Kitee Airport,"Kitee, Finland"
IVL,Ivalo Airport,"Ivalo, Finland"
JOE,Joensuu Airport,"Joensuu / Liperi, Finland"
JYV,Jyvaskyla Airport,"Jyvaskylan Maalaiskunta, Finland"
KAU,Kauhava Airport,"Kauhava, Finland"
KEM,Kemi-Tornio Airport,"Kemi / Tornio, Finland"
KAJ,Kajaani Airport,"Kajaani, Finland"
KHJ,Kauhajoki Airport,"Kauhajoki, Finland"
KOK,Kruunupyy Airport,"Kokkola / Kruunupyy, Finland"
KAO,Kuusamo Airport,"Kuusamo, Finland"
KTT,Kittila Airport,"Kittila, Finland"
KUO,Kuopio Airport,"Kuopio / Siilinjarvi, Finland"
QLF,Lahti Vesivehmaa Airport,"Lahti, Finland"
LPP,Lappeenranta Airport,"Lappeenranta, Finland"
MHQ,Mariehamn Airport,"Mariehamn, Finland"
MIK,Mikkeli Airport,"Mikkeli, Finland"
OUL,Oulu Airport,"Oulu / Oulunsalo, Finland"
POR,Pori Airport,"Pori, Finland"
RVN,Rovaniemi Airport,"Rovaniemi, Finland"
SVL,Savonlinna Airport,"Savonlinna, Finland"
SJY,Seinajoki Airport,"Seinajoki / Ilmajoki, Finland"
SOT,Sodankyla Airport,"Sodankyla, Finland"
TMP,Tampere-Pirkkala Airport,"Tampere / Pirkkala, Finland"
TKU,Turku Airport,"Turku, Finland"
UTI,Utti Air Base,"Utti / Valkeala, Finland"
VAA,Vaasa Airport,"Vaasa, Finland"
VRK,Varkaus Airport,"Varkaus / Joroinen, Finland"
YLI,Ylivieska Airport,"Ylivieska, Finland"
LHB,Bruntingthorpe Airport,"Bruntingthorpe, United Kingdom"
BFS,Belfast International Airport,"Belfast, United Kingdom"
ENK,St Angelo Airport,"Enniskillen, United Kingdom"
BHD,George Best Belfast City Airport,"Belfast, United Kingdom"
LDY,City of Derry Airport,"Derry, United Kingdom"
BHX,Birmingham International Airport,"Birmingham, United Kingdom"
CVT,Coventry Airport,"Coventry, United Kingdom"
GLO,Gloucestershire Airport,"Staverton, United Kingdom"
ORM,Sywell Aerodrome,"Northampton, United Kingdom"
NQT,Nottingham Airport,"Nottingham, United Kingdom"
GBA,Kemble Airport,"Kemble, United Kingdom"
MAN,Manchester Airport,"Manchester, United Kingdom"
DSA,Robin Hood Doncaster Sheffield Airport,"Doncaster, United Kingdom"
UPV,Upavon Aerodrome,"Upavon, United Kingdom"
LYE,RAF Lyneham,"Lyneham, United Kingdom"
DGX,MOD St. Athan,"St. Athan, United Kingdom"
YEO,RNAS Yeovilton,"Yeovil, United Kingdom"
CAL,Campbeltown Airport,"Campbeltown, United Kingdom"
EOI,Eday Airport,"Eday, United Kingdom"
FIE,Fair Isle Airport,"Fair Isle, United Kingdom"
WHS,Whalsay Airport,"Whalsay, United Kingdom"
COL,Coll Airport,"Coll Island, United Kingdom"
NRL,North Ronaldsay Airport,"North Ronaldsay, United Kingdom"
OBN,Oban Airport,"North Connel, United Kingdom"
PPW,Papa Westray Airport,"Papa Westray, United Kingdom"
SOY,Stronsay Airport,"Stronsay, United Kingdom"
NDY,Sanday Airport,"Sanday, United Kingdom"
LWK,Lerwick / Tingwall Airport,"Lerwick, United Kingdom"
WRY,Westray Airport,"Westray, United Kingdom"
CSA,Colonsay Airstrip,"Colonsay, United Kingdom"
HAW,Haverfordwest Airport,"Haverfordwest, United Kingdom"
CWL,Cardiff International Airport,"Cardiff, United Kingdom"
SWS,Swansea Airport,"Swansea, United Kingdom"
BRS,Bristol International Airport,"Bristol, United Kingdom"
LPL,Liverpool John Lennon Airport,"Liverpool, United Kingdom"
LTN,London Luton Airport,"London, United Kingdom"
LEQ,Land's End Airport,"Land's End, United Kingdom"
PLH,Plymouth City Airport,"Plymouth, United Kingdom"
ISC,St. Mary's Airport,"St. Mary's, United Kingdom"
BOH,Bournemouth Airport,"Bournemouth, United Kingdom"
SOU,Southampton Airport,"Southampton, United Kingdom"
BBP,Bembridge Airport,"Bembridge, United Kingdom"
QLA,Lasham Airport,"Lasham, United Kingdom"
NQY,Newquay Cornwall Airport,"Newquay, United Kingdom"
QUG,Chichester/Goodwood Airport,"Chichester, United Kingdom"
ACI,Alderney Airport,"Saint Anne, Guernsey"
GCI,Guernsey Airport,"Saint Peter Port, Guernsey"
JER,Jersey Airport,"Saint Helier, Jersey"
ESH,Shoreham Airport,"Brighton, United Kingdom"
BQH,London Biggin Hill Airport,"London, United Kingdom"
LGW,London Gatwick Airport,"London, United Kingdom"
KRH,Redhill Aerodrome,"Redhill, United Kingdom"
LCY,London City Airport,"London, United Kingdom"
FAB,Farnborough Airport,"Farnborough, United Kingdom"
BBS,Blackbushe Airport,"Yateley, United Kingdom"
LHR,London Heathrow Airport,"London, United Kingdom"
SEN,Southend Airport,"Southend, United Kingdom"
LYX,Lydd Airport,"Lydd, United Kingdom"
MSE,Kent International Airport,"Manston, United Kingdom"
CAX,Carlisle Airport,"Carlisle, United Kingdom"
BLK,Blackpool International Airport,"Blackpool, United Kingdom"
HUY,Humberside Airport,"Grimsby, United Kingdom"
BWF,Barrow Walney Island Airport,"Barrow-in-Furness, United Kingdom"
LBA,Leeds Bradford Airport,"Leeds, United Kingdom"
WRT,Warton Airport,"Warton, United Kingdom"
CEG,Hawarden Airport,"Hawarden, United Kingdom"
IOM,Isle of Man Airport,"Castletown, Isle of Man"
NCL,Newcastle Airport,"Newcastle, United Kingdom"
MME,Durham Tees Valley Airport,"Durham, United Kingdom"
EMA,East Midlands Airport,"Nottingham, United Kingdom"
HLY,Anglesey Airport,"Angelsey, United Kingdom"
KOI,Kirkwall Airport,"Orkney Islands, United Kingdom"
LSI,Sumburgh Airport,"Lerwick, United Kingdom"
WIC,Wick Airport,"Wick, United Kingdom"
ABZ,Aberdeen Dyce Airport,"Aberdeen, United Kingdom"
INV,Inverness Airport,"Inverness, United Kingdom"
GLA,Glasgow International Airport,"Glasgow, United Kingdom"
EDI,Edinburgh Airport,"Edinburgh, United Kingdom"
ILY,Islay Airport,"Port Ellen, United Kingdom"
PIK,Glasgow Prestwick Airport,"Glasgow, United Kingdom"
BEB,Benbecula Airport,"Balivanich, United Kingdom"
SCS,Scatsta Airport,"Shetland Islands, United Kingdom"
DND,Dundee Airport,"Dundee, United Kingdom"
SYY,Stornoway Airport,"Stornoway, United Kingdom"
BRR,Barra Airport,"Eoligarry, United Kingdom"
PSL,Perth/Scone Airport,"Perth, United Kingdom"
TRE,Tiree Airport,"Balemartine, United Kingdom"
UNT,Unst Airport,"Shetland Islands, United Kingdom"
BOL,Ballykelly Airport,"Ballykelly, United Kingdom"
FSS,RAF Kinloss,"Kinloss, United Kingdom"
ADX,RAF Leuchars,"St. Andrews, United Kingdom"
LMO,RAF Lossiemouth,"Lossiemouth, United Kingdom"
CBG,Cambridge Airport,"Cambridge, United Kingdom"
NWI,Norwich International Airport,"Norwich, United Kingdom"
STN,London Stansted Airport,"London, United Kingdom"
